settlement_id	languages	names_ara_common	names_ara_common_other	names_ara_search	names_ara_translit	names_ara_translit_other	names_eng_common	names_eng_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	coordinates
SARUQ_495E343N_S	['ara', 'eng']	ساروق	ساروق	ساروق					Saruq	Sārūq	Sārūq	Jibal_RE	cornuData	capitals	[49.55519, 34.36011]
BURJ_496E333N_S	['ara', 'eng']	البرج	البرج	البرج					al-Burj	al-Burǧ	al-Burǧ	Jibal_RE	cornuData	towns	[49.64019, 33.39951]
BUSTA_497E351N_S	['ara', 'eng']	بوستة	بوستة	بوستة					Busta	Būstaŧ	Būstaŧ	Jibal_RE	cornuData	towns	[49.74164, 35.13286]
FARAHAN_497E342N_R	['ara', 'eng']	فراهان	فراهان	فراهان					Farahan	Farāhān	Farāhān	Jibal_RE	cornuData	regions	[49.75261, 34.25592]
RUDHA_497E351N_S	['ara', 'eng']	روذة	روذة	روذة					Rudha	Rūḏaŧ	Rūḏaŧ	Jibal_RE	cornuData	villages	[49.791, 35.10371]
MASDAQAN_498E350N_S	['ara', 'eng']	مصدقان	مصدقان	مصدقان					Masdaqan	Maṣdaqān	Maṣdaqān	Jibal_RE	cornuData	waystations	[49.85406, 35.06107]
QAZWIN_500E362N_S	['ara', 'eng']	قزوين	قزوين	قزوين					Qazwin	Qazwīn	Qazwīn	Jibal_RE	cornuData	towns	[50.0011, 36.27854]
SUSANQIN_500E350N_S	['ara', 'eng']	سوسنقين	سوسنقين، سوسنقين، سونقين	سوسنقين					Susanqin, Susnaqin, Sunaqin	Sūsanqīn	Sūsanqīn, Sūsnaqīn, Sūnaqīn	Jibal_RE	cornuData	waystations	[50.02954, 35.0274]
ABTIA_500E336N_S	['ara', 'eng']	أبتعة	أبتعة	أبتعة					Abtia	Abtiʿaŧ	Abtiʿaŧ	Jibal_RE	cornuData	waystations	[50.05422, 33.62812]
TABRISH_500E347N_R	['ara', 'eng']	طبريش	طبريش	طبريش					Tabrish	Ṭabrīš	Ṭabrīš	Jibal_RE	cornuData	regions	[50.09809, 34.71922]
DARWADH_501E350N_S	['ara', 'eng']	درواذ	درواذ	درواذ					Darwadh	Darwāḏ	Darwāḏ	Jibal_RE	cornuData	waystations	[50.19954, 35.00944]
KHUNAJAN_502E331N_S	['ara', 'eng']	خنجان	خنجان	خنجان					Khunajan	Ḫunaǧān	Ḫunaǧān	Jibal_RE	cornuData	waystations	[50.28728, 33.18407]
JARBADHAQAN_502E333N_S	['ara', 'eng']	جرباذقان	جرباذقان، جلبيجان	جرباذقان					Jarbadhaqan, Julbayjan	Ǧarbāḏaqān	Ǧarbāḏaqān, Ǧulbayǧān	Jibal_RE	cornuData	waystations	[50.29276, 33.3812]
SAWA_504E349N_S	['ara', 'eng']	ساوة	ساوة	ساوة					Sawa	Sāwaŧ	Sāwaŧ	Jibal_RE	cornuData	towns	[50.42711, 34.97799]
AWA_505E346N_S	['ara', 'eng']	آوة	آوة	آوة					Awa	Āwaŧ	Āwaŧ	Jibal_RE	cornuData	towns	[50.54227, 34.68541]
QANUWAN_506E332N_S	['ara', 'eng']	قنووان	قنووان	قنووان					Qanuwan	Qanūwān	Qanūwān	Jibal_RE	cornuData	waystations	[50.65469, 33.23683]
MASHKUYA_507E353N_S	['ara', 'eng']	مشكوية	مشكوية	مشكوية					Mashkuya	Maškūyaŧ	Maškūyaŧ	Jibal_RE	cornuData	waystations	[50.77259, 35.30758]
QUMM_509E346N_S	['ara', 'eng']	قم	قم	قم					Qumm	Qumm	Qumm	Jibal_RE	cornuData	capitals	[50.90695, 34.63354]
QUMM_509E346N_R	['ara', 'eng']	قم	قم	قم					Qumm	Qumm	Qumm	Jibal_RE	cornuData	regions	[50.90695, 34.63354]
MARJWA-ZAHR_509E330N_S	['ara', 'eng']	مرج وزهر	مرج وزهر	مرج وزهر					Marj wa-Zahr	Marǧ wa-Zahr	Marǧ wa-Zahr	Jibal_RE	cornuData	waystations	[50.95356, 33.08994]
QUSTANA_510E354N_S	['ara', 'eng']	قسطانة	قسطانة	قسطانة					Qustana	Qusṭānaŧ	Qusṭānaŧ	Jibal_RE	cornuData	waystations	[51.03856, 35.41491]
QARYAMAJUS_511E344N_S	['ara', 'eng']	قرية المجوس	قرية المجوس	قرية المجوس					Qarya al-Majus	Qaryaŧ al-Maǧūs	Qaryaŧ al-Maǧūs	Jibal_RE	cornuData	waystations	[51.11259, 34.44607]
ASBIDHDASHT_511E321N_S	['ara', 'eng']	أسبيذ دشت	أسبيذ دشت	أسبيذ دشت					Asbidh Dasht	Asbīḏ Dašt	Asbīḏ Dašt	Jibal_RE	cornuData	waystations	[51.18532, 32.13467]
QASHAN_515E339N_S	['ara', 'eng']	قاشان	قاشان	قاشان					Qashan	Qāšān	Qāšān	Jibal_RE	cornuData	capitals	[51.50468, 33.96762]
QASHAN_515E339N_R	['ara', 'eng']	قاشان	قاشان	قاشان					Qashan	Qāšān	Qāšān	Jibal_RE	cornuData	regions	[51.50468, 33.96762]
RAYY_515E356N_S	['ara', 'eng']	الري	الري	الري					al-Rayy	al-Rayy	al-Rayy	Jibal_RE	cornuData	capitals	[51.50831, 35.62754]
KHANLANJAN_515E324N_S	['ara', 'eng']	خان لنجان	خان لنجان، خلنجان، خولنجان	خان لنجان					Khan Lanjan, Khalanjan, Khulanjan	Ḫān Lanǧān	Ḫān Lanǧān, Ḫalanǧān, Ḫūlanǧān	Jibal_RE	cornuData	towns	[51.56268, 32.40331]
ISBAHAN_516E326N_S	['ara', 'eng']	إصبهان	إصبهان، إصفهان، اليهودية	إصبهان					Isbahan, Isfahan, al-Yahudiyya	Iṣbahān	Iṣbahān, Iṣfahān, al-Yahūdiyyaŧ	Jibal_RE	cornuData	capitals	[51.65, 32.66855]
ISBAHAN_516E326N_R	['ara', 'eng']	إصبهان	إصبهان، إصفهان	إصبهان					Isbahan, Isfahan	Iṣbahān	Iṣbahān, Iṣfahān	Jibal_RE	cornuData	regions	[51.65, 32.66855]
DIZA_516E353N_O	['ara', 'eng']	دزا	دزا، دزه، ورمين	دزا					Diza, Dizah, Waramin	Dizā	Dizā, Dizah, Waramīn	Jibal_RE	cornuData	sites	[51.65, 35.3031]
BURKHUWAR_516E327N_R	['ara', 'eng']	برخوار	برخوار	برخوار					Burkhuwar	Burḫuwār	Burḫuwār	Jibal_RE	cornuData	regions	[51.67468, 32.78618]
KARWAN_517E324N_R	['ara', 'eng']	كروان	كروان	كروان					Karwan	Karwān	Karwān	Jibal_RE	cornuData	regions	[51.72677, 32.40272]
RIBATWAZZ_517E330N_S	['ara', 'eng']	رباط وز	رباط وز	رباط وز					Ribat Wazz	Ribāṭ Wazz	Ribāṭ Wazz	Jibal_RE	cornuData	waystations	[51.77613, 33.08075]
KHANRUSH_517E322N_S	['ara', 'eng']	خان رش	خان رش	خان رش					Khan Rush	Ḫān Ruš	Ḫān Ruš	Jibal_RE	cornuData	waystations	[51.79877, 32.23981]
TARQ_518E333N_S	['ara', 'eng']	طرق	طرق	طرق					Tarq	Ṭarq	Ṭarq	Jibal_RE	cornuData	waystations	[51.81177, 33.32165]
NAHRZANDARUDH_519E324N_W	['ara', 'eng']	نهر زندروذ	نهر زندروذ، الزرينروذ، زرنروذ	نهر زندروذ					Nahr Zandarudh, al-Zarinrudh, Zaranrudh	Nahr Zandarūḏ	Nahr Zandarūḏ, al-Zarīnrūḏ, Zaranrūḏ	Jibal_RE	cornuData	waters	[51.91596, 32.45826]
BADH_520E335N_S	['ara', 'eng']	باذ	باذ	باذ					Badh	Bāḏ	Bāḏ	Jibal_RE	cornuData	waystations	[52.01467, 33.5596]
DUMMAWAND_520E357N_R	['ara', 'eng']	دماوند	دماوند	دماوند					Dummawand	Dummāwand	Dummāwand	Jibal_RE	cornuData	regions	[52.07774, 35.75607]
ARDISTAN_523E333N_S	['ara', 'eng']	أردستان	أردستان	أردستان					Ardistan	Ardistān	Ardistān	Jibal_RE	cornuData	towns	[52.36669, 33.37701]
RUWAYDASHT_527E324N_S	['ara', 'eng']	رويدشت	رويدشت	رويدشت					Ruwaydasht	Ruwaydašt	Ruwaydašt	Jibal_RE	cornuData	towns	[52.7166, 32.43743]
BAJANAK_408E486N_R	['ara', 'eng']	البجاناك	البجاناك، البجاناكية	البجاناك					al-Bajanak, al-Bajanakiyya	al-Baǧānāk	al-Baǧānāk, al-Baǧānākiyyaŧ	Khazar_RE	cornuData	regions	[40.8946, 48.61696]
ARTHA_422E557N_R	['ara', 'eng']	الأرثا	الأرثا، الأرثانية	الأرثا					al-Artha, al-Arthaniyya	al-Arṯā	al-Arṯā, al-Arṯāniyyaŧ	Khazar_RE	cornuData	regions	[42.25518, 55.73456]
SARIR_446E422N_R	['ara', 'eng']	السرير	السرير	السرير					al-Sarir	al-Sarīr	al-Sarīr	Khazar_RE	cornuData	regions	[44.66088, 42.2133]
NAHRITIL_451E492N_W	['ara', 'eng']	نهر إتل	نهر إتل	نهر إتل					Nahr Itil	Nahr Itil	Nahr Itil	Khazar_RE	cornuData	waters	[45.13019, 49.20301]
BALANJAR_464E432N_S	['ara', 'eng']	بلنجر	بلنجر	بلنجر					Balanjar	Balanǧar	Balanǧar	Khazar_RE	cornuData	towns	[46.42082, 43.28166]
BURTAS_466E526N_R	['ara', 'eng']	برطاس	برطاس	برطاس					Burtas	Burṭās	Burṭās	Khazar_RE	cornuData	regions	[46.64374, 52.68645]
SAMANDAR_475E429N_S	['ara', 'eng']	سمندر	سمندر	سمندر					Samandar	Samandar	Samandar	Khazar_RE	cornuData	towns	[47.51198, 42.90467]
KHAZAR_475E474N_R	['ara', 'eng']	الخزر	الخزر	الخزر					al-Khazar	al-Ḫazar	al-Ḫazar	Khazar_RE	cornuData	regions	[47.55892, 47.42616]
ITIL_480E462N_S	['ara', 'eng']	إتل	إتل، أتل	إتل					Itil, Atil	Itil	Itil, Atil	Khazar_RE	cornuData	capitals	[48.0869, 46.2788]
BULGHAR_484E541N_R	['ara', 'eng']	بلغار	بلغار	بلغار					Bulghar	Bulġār	Bulġār	Khazar_RE	cornuData	regions	[48.40369, 54.1546]
BULGHAR_492E548N_S	['ara', 'eng']	بلغار	بلغار	بلغار					Bulghar	Bulġār	Bulġār	Khazar_RE	cornuData	towns	[49.25044, 54.86714]
BAJANAK_499E492N_R	['ara', 'eng']	البجاناك	البجاناك، البجاناكية	البجاناك					al-Bajanak, al-Bajanakiyya	al-Baǧānāk	al-Baǧānāk, al-Baǧānākiyyaŧ	Khazar_RE	cornuData	regions	[49.92897, 49.24133]
SUWAR_499E544N_S	['ara', 'eng']	سوار	سوار	سوار					Suwar	Suwār	Suwār	Khazar_RE	cornuData	towns	[49.96347, 54.45304]
BAHRKHAZAR_501E425N_W	['ara', 'eng']	بحر الخزر	بحر الخزر	بحر الخزر					Bahr al-Khazar	Baḥr al-Ḫazar	Baḥr al-Ḫazar	Khazar_RE	cornuData	waters	[50.10497, 42.55994]
JAZIRASIYAHKUH_509E443N_R	['ara', 'eng']	جزيرة سياه كوه	جزيرة سياه كوه	جزيرة سياه كوه					Jazira Siyah Kuh	Ǧazīraŧ Siyāh Kūh	Ǧazīraŧ Siyāh Kūh	Khazar_RE	cornuData	regions	[50.92627, 44.33997]
BASHJIRT_541E500N_R	['ara', 'eng']	بشجرت	بشجرت، بسجرد	بشجرت					Bashjirt, Basjird	Bašǧirt	Bašǧirt, Basǧird	Khazar_RE	cornuData	regions	[54.16457, 50.04287]
RIBATAFRAWA_562E389N_S	['ara', 'eng']	رباط أفراوة	رباط أفراوة	رباط أفراوة					Ribat Afrawa	Ribāṭ Afrāwaŧ	Ribāṭ Afrāwaŧ	Khurasan_RE	cornuData	waystations	[56.26856, 38.92182]
ASADABADH_564E363N_S	['ara', 'eng']	أسداباذ	أسداباذ	أسداباذ					Asadabadh	Asadābāḏ	Asadābāḏ	Khurasan_RE	cornuData	towns	[56.45362, 36.32897]
AZADHWAR_565E366N_S	['ara', 'eng']	أزاذوار	أزاذوار	أزاذوار					Azadhwar	Azāḏwār	Azāḏwār	Khurasan_RE	cornuData	capitals	[56.59926, 36.68546]
JUWAYN_566E368N_R	['ara', 'eng']	جوين	جوين، كويان	جوين					Juwayn, Kuyan	Ǧuwayn	Ǧuwayn, Kūyān	Khurasan_RE	cornuData	regions	[56.69972, 36.86045]
BAHMANABADH_568E363N_S	['ara', 'eng']	بهمناباذ	بهمناباذ	بهمناباذ					Bahmanabadh	Bahmanābāḏ	Bahmanābāḏ	Khurasan_RE	cornuData	villages	[56.83212, 36.32897]
MAZINAN_569E362N_S	['ara', 'eng']	مزينان	مزينان	مزينان					Mazinan	Mazīnān	Mazīnān	Khurasan_RE	cornuData	villages	[56.95205, 36.27876]
ASFARAYIN_574E369N_S	['ara', 'eng']	أسفراين	أسفراين	أسفراين					Asfarayin	Asfarāyin	Asfarāyin	Khurasan_RE	cornuData	towns	[57.43023, 36.98777]
KHUSRAWJIRD_574E361N_S	['ara', 'eng']	خسروجرد	خسروجرد	خسروجرد					Khusrawjird	Ḫusrawǧird	Ḫusrawǧird	Khurasan_RE	cornuData	towns	[57.47851, 36.18956]
BAYHAQ_576E360N_R	['ara', 'eng']	بيهق	بيهق	بيهق					Bayhaq	Bayhaq	Bayhaq	Khurasan_RE	cornuData	regions	[57.6484, 36.08485]
SABZAWAR_576E361N_S	['ara', 'eng']	سابزوار	سابزوار	سابزوار					Sabzawar	Sābzawār	Sābzawār	Khurasan_RE	cornuData	towns	[57.66932, 36.15624]
MIHRAJAN_578E365N_S	['ara', 'eng']	مهرجان	مهرجان، مهرجان	مهرجان					Mihrajan, Mihrijan	Mihraǧān	Mihraǧān, Mihriǧān	Khurasan_RE	cornuData	towns	[57.8469, 36.5805]
HUSAYNABADH_579E361N_S	['ara', 'eng']	حسيناباذ	حسيناباذ	حسيناباذ					Husaynabadh	Ḥusaynābāḏ	Ḥusaynābāḏ	Khurasan_RE	cornuData	waystations	[57.92813, 36.10768]
TUN_581E339N_S	['ara', 'eng']	تون	تون	تون					Tun	Tūn	Tūn	Khurasan_RE	cornuData	towns	[58.11679, 33.92591]
KUNDUR_581E351N_S	['ara', 'eng']	كندر	كندر	كندر					Kundur	Kundur	Kundur	Khurasan_RE	cornuData	towns	[58.12875, 35.12055]
NASA_582E378N_S	['ara', 'eng']	نساء	نساء	نساء					Nasa	Nasāʾ	Nasāʾ	Khurasan_RE	cornuData	towns	[58.21787, 37.85763]
BUSHT_582E352N_R	['ara', 'eng']	بشت	بشت	بشت					Busht	Bušt	Bušt	Khurasan_RE	cornuData	regions	[58.27285, 35.2614]
RIWAND_583E361N_S	['ara', 'eng']	ريوند	ريوند	ريوند					Riwand	Rīwand	Rīwand	Khurasan_RE	cornuData	towns	[58.36115, 36.18583]
BISKAND_583E360N_S	['ara', 'eng']	بيسكند	بيسكند، بيشكند	بيسكند					Biskand, Bishakand	Bīskand	Bīskand, Bīšakand	Khurasan_RE	cornuData	villages	[58.39294, 36.08371]
TURTHITH_584E351N_S	['ara', 'eng']	طرثيث	طرثيث، ترشيز، طريثيث	طرثيث					Turthith, Turshiz, Turaythith	Ṭurṯīṯ	Ṭurṯīṯ, Turšīz, Ṭurayṯīṯ	Khurasan_RE	cornuData	capitals	[58.4113, 35.13557]
KHUJAN_584E369N_S	['ara', 'eng']	خوجان	خوجان، خوشان، خبوشان	خوجان					Khujan, Khushan, Khabushan	Ḫūǧān	Ḫūǧān, Ḫūšān, Ḫabūšān	Khurasan_RE	cornuData	capitals	[58.45439, 36.91219]
YUNABIDH_586E342N_S	['ara', 'eng']	ينابيذ	ينابيذ، جنابذ	ينابيذ					Yunabidh, Junabidh	Yunābīḏ	Yunābīḏ, Ǧunābiḏ	Khurasan_RE	cornuData	towns	[58.63618, 34.24652]
NAYSABUR_587E361N_S	['ara', 'eng']	نيسابور	نيسابور	نيسابور					Naysabur	Naysābūr	Naysābūr	Khurasan_RE	cornuData	metropoles	[58.79841, 36.12138]
NAYSABUR_587E361N_R	['ara', 'eng']	نيسابور	نيسابور	نيسابور					Naysabur	Naysābūr	Naysābūr	Khurasan_RE	cornuData	regions	[58.79841, 36.12138]
RADHAKAN_589E368N_S	['ara', 'eng']	راذكان	راذكان، رايكان	راذكان					Radhakan, Rayakan	Rāḏakān	Rāḏakān, Rāyakān	Khurasan_RE	cornuData	towns	[58.96653, 36.81951]
QAYIN_590E336N_S	['ara', 'eng']	قايين	قايين	قايين					Qayin	Qāyīn	Qāyīn	Khurasan_RE	cornuData	capitals	[59.09428, 33.64706]
QASRRIH_591E360N_S	['ara', 'eng']	قصر الريح	قصر الريح	قصر الريح					Qasr al-Rih	Qaṣr al-Rīḥ	Qaṣr al-Rīḥ	Khurasan_RE	cornuData	villages	[59.129, 36.03203]
BUSHTAFRUSH_592E361N_R	['ara', 'eng']	بشتفروش	بشتفروش، بستنفروش	بشتفروش					Bushtafrush, Bustanfarush	Buštafrūš	Buštafrūš, Bustanfarūš	Khurasan_RE	cornuData	regions	[59.24061, 36.17813]
BUSHTAFRUSH_592E361N_S	['ara', 'eng']	بشتفروش	بشتفروش، بستنفروش	بشتفروش					Bushtafrush, Bustanfarush	Buštafrūš	Buštafrūš, Bustanfarūš	Khurasan_RE	cornuData	villages	[59.24061, 36.17813]
QALMAYHAN_592E371N_S	['ara', 'eng']	قلميهن	قلميهن	قلميهن					Qalmayhan	Qalmayhan	Qalmayhan	Khurasan_RE	cornuData	villages	[59.28793, 37.12708]
MALLAHA_593E355N_S	['ara', 'eng']	الملاحة	الملاحة	الملاحة					al-Mallaha	al-Mallāḥaŧ	al-Mallāḥaŧ	Khurasan_RE	cornuData	waystations	[59.36352, 35.53664]
RIBATKUFAN_593E372N_S	['ara', 'eng']	رباط كوفن	رباط كوفن	رباط كوفن					Ribat Kufan	Ribāṭ Kūfan	Ribāṭ Kūfan	Khurasan_RE	cornuData	waystations	[59.384, 37.24076]
SANKAN_594E350N_S	['ara', 'eng']	سنكان	سنكان، سنجان	سنكان					Sankan, Sanjan	Sankān	Sankān, Sanǧān	Khurasan_RE	cornuData	towns	[59.41155, 35.05003]
QUHISTAN_594E337N_R	['ara', 'eng']	قوهستان	قوهستان	قوهستان					Quhistan	Qūhistān	Qūhistān	Khurasan_RE	cornuData	regions	[59.44592, 33.77051]
TUS_594E364N_S	['ara', 'eng']	طوس	طوس، طابران	طوس					Tus, Tabaran	Ṭūs	Ṭūs, Ṭābarān	Khurasan_RE	cornuData	capitals	[59.49915, 36.42208]
TUS_594E364N_R	['ara', 'eng']	طوس	طوس، طابران	طوس					Tus, Tabaran	Ṭūs	Ṭūs, Ṭābarān	Khurasan_RE	cornuData	regions	[59.49915, 36.42208]
FARHAKIRD_595E357N_S	['ara', 'eng']	فرهاكرد	فرهاكرد	فرهاكرد					Farhakird	Farhākird	Farhākird	Khurasan_RE	cornuData	waystations	[59.56978, 35.782]
NUQAN_595E362N_S	['ara', 'eng']	النوقان	النوقان، المشهد	النوقان					al-Nuqan, al-Mashhad	al-Nūqān	al-Nūqān, al-Mašhad	Khurasan_RE	cornuData	towns	[59.59168, 36.20578]
ABIWARD_595E372N_S	['ara', 'eng']	أبيورد	أبيورد	أبيورد					Abiward	Abīward	Abīward	Khurasan_RE	cornuData	towns	[59.59733, 37.27]
SANABADH_596E362N_S	['ara', 'eng']	سناباذ	سناباذ	سناباذ					Sanabadh	Sanābāḏ	Sanābāḏ	Khurasan_RE	cornuData	villages	[59.61287, 36.232]
KHAKISAR_596E360N_S	['ara', 'eng']	خكسار	خكسار، خاكساران، الرمادة	خكسار					Khakisar, Khakisaran, al-Ramada	Ḫakisār	Ḫakisār, Ḫākisārān, al-Ram_adaŧ	Khurasan_RE	cornuData	waystations	[59.66585, 36.08]
JAYIMAND_598E350N_S	['ara', 'eng']	جايمند	جايمند	جايمند					Jayimand	Ǧāyimand	Ǧāyimand	Khurasan_RE	cornuData	towns	[59.84669, 35.04974]
ZUZAN_598E343N_S	['ara', 'eng']	زوزن	زوزن	زوزن					Zuzan	Zūzan	Zūzan	Khurasan_RE	cornuData	towns	[59.86207, 34.3105]
SALUMAK_599E346N_S	['ara', 'eng']	سلومك	سلومك	سلومك					Salumak	Salūmak	Salūmak	Khurasan_RE	cornuData	towns	[59.98232, 34.64655]
NUKDAH_600E356N_S	['ara', 'eng']	نوكده	نوكده	نوكده					Nukdah	Nūkdah	Nūkdah	Khurasan_RE	cornuData	waystations	[60.00916, 35.63286]
KHAWAF_600E345N_R	['ara', 'eng']	خواف	خواف	خواف					Khawaf	Ḫawāf	Ḫawāf	Khurasan_RE	cornuData	regions	[60.07273, 34.56282]
KHARKIRD_601E343N_S	['ara', 'eng']	خركرد	خركرد، خرجرد	خركرد					Kharkird, Kharjird	Ḫarkird	Ḫarkird, Ḫarǧird	Khurasan_RE	cornuData	towns	[60.16386, 34.31639]
SAHIH_601E361N_S	['ara', 'eng']	صاهه	صاهه	صاهه					Sahih	Ṣāhih	Ṣāhih	Khurasan_RE	cornuData	villages	[60.18929, 36.10597]
MALIN_602E349N_S	['ara', 'eng']	مالن	مالن، كواخرز	مالن					Malin, Kuwakharz	Mālin	Mālin, Kuwāḫarz	Khurasan_RE	cornuData	towns	[60.26487, 34.93776]
MALAYAKIRD_602E354N_S	['ara', 'eng']	مالايكرد	مالايكرد	مالايكرد					Malayakird	Mālāyakird	Mālāyakird	Khurasan_RE	cornuData	waystations	[60.29878, 35.4167]
BAKHARZ_603E350N_R	['ara', 'eng']	باخرز	باخرز	باخرز					Bakharz	Bāḫarz	Bāḫarz	Khurasan_RE	cornuData	regions	[60.33692, 35.01995]
MAYHANA_604E368N_S	['ara', 'eng']	ميهنة	ميهنة، مهنة	ميهنة					Mayhana, Mahana	Mayhanaŧ	Mayhanaŧ, Mahanaŧ	Khurasan_RE	cornuData	towns	[60.44076, 36.85569]
MAZDURAN_605E361N_S	['ara', 'eng']	مزدوران	مزدوران، العقبة	مزدوران					Mazduran, al-Aqaba	Mazdūrān	Mazdūrān, al-ʿAqabaŧ	Khurasan_RE	cornuData	villages	[60.54672, 36.17215]
JAM_605E353N_R	['ara', 'eng']	جام	جام	جام					Jam	Ǧām	Ǧām	Khurasan_RE	cornuData	regions	[60.57003, 35.33837]
BUZJAN_606E351N_S	['ara', 'eng']	البوزجان	البوزجان، بوزكان	البوزجان					al-Buzjan, Buzkan	al-Būzǧān	al-Būzǧān, Būzkān	Khurasan_RE	cornuData	towns	[60.61524, 35.17917]
UKINA_607E363N_S	['ara', 'eng']	أوكينة	أوكينة، أوكينة	أوكينة					Ukina, Awkina	Ūkīnaŧ	Ūkīnaŧ, Awkīnaŧ	Khurasan_RE	cornuData	waystations	[60.79678, 36.34872]
FARKIRD_610E342N_S	['ara', 'eng']	فركرد	فركرد	فركرد					Farkird	Farkird	Farkird	Khurasan_RE	cornuData	towns	[61.08287, 34.27729]
KUSUWI_611E346N_S	['ara', 'eng']	كوسوي	كوسوي، كوسري	كوسوي					Kusuwi, Kusari	Kūsuwī	Kūsuwī, Kūsarī	Khurasan_RE	cornuData	towns	[61.1747, 34.61574]
SARAKHS_611E365N_S	['ara', 'eng']	سرخس	سرخس	سرخس					Sarakhs	Saraḫs	Saraḫs	Khurasan_RE	cornuData	towns	[61.18671, 36.51694]
KARAH_613E344N_S	['ara', 'eng']	كره	كره	كره					Karah	Karah	Karah	Khurasan_RE	cornuData	towns	[61.32587, 34.42834]
JABALFIDDA_614E353N_S	['ara', 'eng']	جبل الفضة	جبل الفضة، كوهإ سيم	جبل الفضة					Jabal al-Fidda, Kuh-I Sim	Ǧabal al-Fiḍḍaŧ	Ǧabal al-Fiḍḍaŧ, Kūh-I Sīm	Khurasan_RE	cornuData	villages	[61.44101, 35.31157]
TALASTANA_614E370N_S	['ara', 'eng']	تلستانة	تلستانة	تلستانة					Talastana	Talastānaŧ	Talastānaŧ	Khurasan_RE	cornuData	waystations	[61.47492, 37.03409]
BUSANJ_614E343N_S	['ara', 'eng']	بوسنج	بوسنج، فشنج، بوشنك	بوسنج					Busanj, Fushanj, Bushank	Būsanǧ	Būsanǧ, Fušanǧ, Būšank	Khurasan_RE	cornuData	capitals	[61.47787, 34.35023]
BUSANJ_614E343N_R	['ara', 'eng']	بوسنج	بوسنج، فشنج، بوشنك	بوسنج					Busanj, Fushanj, Bushank	Būsanǧ	Būsanǧ, Fušanǧ, Būšank	Khurasan_RE	cornuData	regions	[61.47787, 34.35023]
HURMUZFARRAH_616E376N_S	['ara', 'eng']	هرمز فره	هرمز فره	هرمز فره					Hurmuz Farrah	Hurmuz Farrah	Hurmuz Farrah	Khurasan_RE	cornuData	towns	[61.61458, 37.60594]
HURMUZFARRAH_616E376N_W	['ara', 'eng']	هرمز فره	هرمز فره	هرمز فره					Hurmuz Farrah	Hurmuz Farrah	Hurmuz Farrah	Khurasan_RE	cornuData	waters	[61.61458, 37.60594]
DANDANAQAN_616E372N_S	['ara', 'eng']	دندانقان	دندانقان	دندانقان					Dandanaqan	Dandānaqān	Dandānaqān	Khurasan_RE	cornuData	towns	[61.65152, 37.27393]
SINJ_616E374N_S	['ara', 'eng']	سنج	سنج، سنك	سنج					Sinj, Sink	Sinǧ	Sinǧ, Sink	Khurasan_RE	cornuData	towns	[61.68119, 37.4648]
SUSAQAN_617E376N_S	['ara', 'eng']	السوسقان	السوسقان، السوسقان	السوسقان					al-Susaqan, al-Sawsaqan	al-Sūsaqān	al-Sūsaqān, al-Sawsaqān	Khurasan_RE	cornuData	towns	[61.73152, 37.68151]
JARUJIRD_618E375N_S	['ara', 'eng']	جروجرد	جروجرد، كنوجرد، ينوجرد، ينوكرد	جروجرد					Jarujird, Kanujird, Yanujird, Yanukird	Ǧarūǧird	Ǧarūǧird, Kanūǧird, Yanūǧird, Yanūkird	Khurasan_RE	cornuData	villages	[61.87474, 37.50068]
KHARAQ_618E376N_S	['ara', 'eng']	خرق	خرق	خرق					Kharaq	Ḫaraq	Ḫaraq	Khurasan_RE	cornuData	towns	[61.89282, 37.61978]
BADHGHIS_620E346N_R	['ara', 'eng']	باذغيس	باذغيس، باذغيس	باذغيس					Badhghis, Badhaghis	Bāḏġīs	Bāḏġīs, Bāḏaġīs	Khurasan_RE	cornuData	regions	[62.07465, 34.61545]
MARW_621E376N_S	['ara', 'eng']	مرو	مرو، مرو الشاهجان	مرو					Marw, Marw al-Shahijan	Marw	Marw, Marw al-Šāhiǧān	Khurasan_RE	cornuData	capitals	[62.10386, 37.67193]
MARW_621E376N_R	['ara', 'eng']	مرو	مرو، مرو الشاهجان	مرو					Marw, Marw al-Shahijan	Marw	Marw, Marw al-Šāhiǧān	Khurasan_RE	cornuData	regions	[62.10386, 37.67193]
ASFUZAR_621E332N_S	['ara', 'eng']	الأسفزار	الأسفزار	الأسفزار					al-Asfuzar	al-Asfuzār	al-Asfuzār	Khurasan_RE	cornuData	capitals	[62.12974, 33.24402]
ASFUZAR_621E332N_R	['ara', 'eng']	الأسفزار	الأسفزار	الأسفزار					al-Asfuzar	al-Asfuzār	al-Asfuzār	Khurasan_RE	cornuData	regions	[62.12974, 33.24402]
HARA_621E343N_S	['ara', 'eng']	هراة	هراة	هراة					Hara	Harāŧ	Harāŧ	Khurasan_RE	cornuData	capitals	[62.15235, 34.33419]
HARA_621E343N_R	['ara', 'eng']	هراة	هراة	هراة					Hara	Harāŧ	Harāŧ	Khurasan_RE	cornuData	regions	[62.15235, 34.33419]
MALIN_621E341N_S	['ara', 'eng']	مالن	مالن، السفلقات، ملين، مالان	مالن					Malin, al-Safalqat, Malin, Malan	Mālin	Mālin, al-Safalqāt, Malīn, Mālān	Khurasan_RE	cornuData	towns	[62.19614, 34.18473]
